fitness,FLUAmp,FRUAmp,BLUAmp,BRUAmp,FLLAmp,FRLAmp,BLLAmp,BRLAmp,FLUFreq,FRUFreq,BLUFreq,BRUFreq,FLLFreq,FRLFreq,BLLFreq,BRLFreq,FLUOffset,FRUOffset,BLUOffset,BRUOffset,FLLOffset,FRLOffset,BLLOffset,BRLOffset,motorJointRange
32.59773871245415,1.4686036315545374,2.1301787485829027,1.0759687931109796,2.688483690624624,1.6785298892472764,2.0846044274878346,0.6426609707422667,1.8129537835300833,2.4175054524703565,9.235398550872429,9.363087766784334,8.935332054640586,0.778112781543554,8.585153163850391,5.644187361629421,4.288407485890692,8.682519211659695,6.609526623392736,7.468067958485395,8.732418308218822,1.789860577155541,8.459297842601215,7.650012163061178,7.553935736430038,2.1155942822254756
30.101958150670015, 3.091933920226991, 1.797872977396816, 1.7482886898434513, 0.912806289151217, 0.969972453777796, 0.7410030089628189, 0.38683814894250235, 0.5856804566520758, 5.215710657500709, 0.22838911548595853, 9.109141516586481, 6.909132902296631, 4.721876556249592, 9.590313864108182, 2.6918628614958564, 4.315728712691436, 1.5333985623541768, 5.6242525453198695, 1.6341129009539967, 2.682953671009006, 8.087148252698086, 9.007145814522824, 8.24444720667457, 4.084419228243772, 1.3504811465953708
25.845871984828925,0.7891743770506257,2.4076361074371193,1.9924718895595555,2.303765111666196,1.670666367121005,0.7067838697186254,2.3879705431182523,2.076648031604271,1.910956074558382,1.5460651198134578,6.911210606830121,1.6087345636596495,3.6900796669542313,4.147551514768169,8.151463954529483,2.7229711434790294,5.390118772022855,6.287405972813894,3.987598767258431,3.6170265971970093,3.0216854211160973,8.796575011046286,0.25667472958799564,1.8236921078701318,2.566061122720412
24.135172138582906,0.02147433686877988,2.383841140249018,1.0339999857208602,1.1904326059637835,3.121206277054818,2.9196099722805577,0.48360318521769874,2.129719448102815,4.1829359049312,2.6208233635195413,2.5355962500839313,3.531675199830503,5.655726420708012,9.525975038140242,7.092555996171699,2.537825658733923,0.7433791729907768,8.469591932321132,7.8243606952850895,4.761036515462088,7.696214705499878,4.409635047159207,3.4949010563932834,3.762897401392923,4.099605699286099
23.835053228640827,2.000910079069671,0.75178398222119,0.012048284194484222,0.20589173346693918,1.1355404496069756,0.6780951048059304,0.20085529218467396,2.5445163869506495,6.517405295741218,3.724341366995806,7.138657286065594,0.9319245073407401,2.6013988567820756,0.06143745410492785,3.169955929223527,3.0578482290701956,9.43172973652544,8.322854507828701,3.656720756059628,5.540293299456848,8.68926975673052,7.580289452374915,7.768347649046983,8.79655290276998,1.1600471264765433
23.55649892298829,1.2995843619819338,2.1806031512196986,2.1885903497650183,0.1823196468328371,1.3877394234012654,1.0214066812992921,0.6593326947244549,2.2705153877663187,5.25892392249851,9.448537797516355,6.850050960344289,5.582839637195396,5.669712195945605,1.8621330713383288,5.900186489117186,6.487524470156709,7.146878687601756,9.031960692827905,0,3.8396698818499466,1.7267297957671313,4.30168700719893,8.004930332316304,4.330719639301023,3.180158190058306
23.547999710797267,2.826524275943422,2.7949112966956227,0.5571339350006953,0.07099661040007023,0.07393464264406745,3.13408805890899,1.233541226077281,2.675432733153415,9.359752649106696,7.446681756596968,5.809321187581031,8.716654418773416,2.379261593147782,8.65234947228137,6.970007213208912,6.105846614955422,6.603690462599872,7.806749461397367,2.066160807388435,0.023820327049887124,4.056248267330023,6.055954314849203,2.793386539673428,6.63750067912472,1.5441076370964857
23.488523421559208,1.6082728469690695,2.2515154116832656,1.424321646806172,1.70981023187295,1.0159475158944085,2.6152244298330385,1.8294247173605147,2.7772701395757684,7.613490945762348,1.9675316817446653,5.676376114116318,8.712764902192559,5.816843689857773,2.6623358104430848,5.290451026140616,1.7692285832496002,4.125151137641617,4.889150958291831,5.750249338253708,1.4643805322859238,7.702521000559342,3.7509225548525182,4.431610791573425,2.0793344696172578,0.05153673608673803
23.408061234747322,0.07489295180731412,0.9428895941534672,2.831540155128652,1.65632742014012,1.0844343024469656,0.015691905303553078,2.6038428534825715,1.8292995660411675,6.073516545417469,7.056361703797784,0.09515431165516897,6.200673368919437,4.974951693999846,1.9975363452952821,1.6516409003192223,9.664794031424599,8.701327330391273,5.59405075398649,1.9021466211471738,8.75800764463075,9.085543816728439,4.790465195303804,8.923457668523264,9.127080782440501,2.360896057477122
21.883831589144588,2.118889618513226,1.5053550360042107,0.08274067022828202,2.474612506841162,3.0797626687465964,1.4895397827082053,0.7997250370928929,1.8528790037121003,4.663426434599788,9.340051307827975,8.989149685171796,8.229744277160469,5.0490640837002285,7.220393558214846,2.7269172700232405,3.535236767315352,6.167822082941288,2.1052879516499257,2.539761580960053,7.015924240508776,1.5153978135015322,0.1774793101547889,9.528388814615857,0.726337801894934,3.9578485998705752
21.450989415489808,0.04123799116761654,1.5053550360042107,0.9692883759299132,2.8707888492616958,0.4060501488844894,1.1734950688670844,0.7997250370928929,2.658256137965986,0.21801704943055444,3.047323067439207,9.674001973033361,6.899063458234553,5.448256467064846,7.220393558214846,8.923950022755053,7.606232717281345,8.660556810722905,9.833036678404962,3.1193815059517505,7.557076116933095,3.3250816427267904,6.667600027856019,9.528388814615857,2.0310186619989423,3.9127940948347644
17.0983930782541,1.1641741044720695,0.2564623316066867,1.9033258838479732,2.4254208942656237,1.3101793147437462,1.6837323195667164,0.02167863668547056,0.47764016411315,1.831806326401103,4.551069379204492,1.133644416146895,6.65731549046834,4.361304857244751,7.205012248105676,7.795787223530177,5.800601452657287,2.168577450887245,2.0501332778188477,0.6259557876139876,1.3739273550022257,0.14174445064831787,7.615743942012893,6.229384283092473,2.9835788587462386,0.13824113018276185
15.845065878059742,1.7810850410141137,2.377165956174638,1.3932579953136868,2.804685328305038,0.581289335587731,1.4895397827082053,0.4021613128229924,1.933946131063321,4.34169378826192,0.4035177537385959,0.47803102946077924,6.0792884092950175,7.053489960396863,7.220393558214846,2.7269172700232405,9.132442589635694,3.7355493295586117,9.491003630887134,6.7725358398769515,7.015924240508776,6.699384608033099,0.1774793101547889,7.229912198955932,8.736206153951251,1.077047480200794
5.787741163189699,1.4686036315545374,2.1301787485829027,1.0759687931109796,2.688483690624624,1.6785298892472764,2.0846044274878346,0.6426609707422667,1.8129537835300833,2.4175054524703565,9.235398550872429,2.436974866337657,8.935332054640586,9.857575170502852,8.585153163850391,5.644187361629421,6.9871771155880635,8.682519211659695,6.609526623392736,5.543289782435874,7.738593496244945,1.789860577155541,8.459297842601215,7.650012163061178,7.553935736430038,4.741841036704869
5.389927611568044,0.8923926724017762,0.7652683721811265,1.0759687931109796,2.688483690624624,1.6785298892472764,2.0846044274878346,1.2948559641111401,2.7168455143299637,6.23027389959603,9.235398550872429,9.363087766784334,8.935332054640586,9.052113283267117,8.585153163850391,5.644187361629421,4.288407485890692,8.682519211659695,6.609526623392736,4.752945625613951,8.732418308218822,1.789860577155541,8.459297842601215,7.650012163061178,7.553935736430038,4.698245159027028
4.806452983186265,1.4686036315545374,2.1301787485829027,1.0759687931109796,2.688483690624624,1.6785298892472764,2.9320303221489366,0.6426609707422667,1.8129537835300833,2.4175054524703565,9.235398550872429,9.363087766784334,6.283361385765119,8.867735496914355,8.585153163850391,1.6280961337119204,4.288407485890692,8.682519211659695,6.609526623392736,7.468067958485395,8.28156417346652,1.789860577155541,4.275400287136036,3.6593285610479533,7.553935736430038,3.872649843661191
4.6619597860476505,0.77109824642783,2.1301787485829027,1.1426027167818507,2.1277867739771477,1.6785298892472764,2.0846044274878346,0.6426609707422667,0.9520633002656148,2.4175054524703565,9.235398550872429,9.363087766784334,8.935332054640586,1.972799020341791,8.585153163850391,8.035224564286796,9.950055058619842,8.682519211659695,6.609526623392736,7.428375627760042,4.401894475563569,4.459521253556817,3.7393317412743956,7.650012163061178,1.1942118692326598,2.1155942822254756
